product_id,supplier_id,fecha_inicio,fecha_fin,cantidad
7449,34,2024-02-26,2024-04-30,86
7450,7,2024-01-16,2024-05-11,68
7451,12,2024-03-17,2024-11-01,99
7452,88,2024-04-15,2024-09-14,87
7453,44,2024-01-01,2025-03-12,70
7454,51,2024-02-09,2024-05-18,18
7455,15,2024-01-02,2024-08-06,44
7456,44,2024-02-13,2025-03-28,75
7457,94,2024-04-10,2025-04-06,25
7458,15,2024-03-02,2024-05-29,62
7459,67,2024-02-17,2024-12-25,53
7460,93,2024-03-13,2025-01-25,6
7461,9,2024-02-08,2025-01-27,26
7462,15,2024-02-07,2025-01-13,96
7463,12,2024-01-31,2025-01-14,10
7464,7,2024-03-07,2025-04-13,54
7465,36,2024-04-15,2024-07-27,80
7466,76,2024-04-16,2024-09-28,24
7467,85,2024-03-16,2024-11-18,62
7468,81,2024-04-07,2025-01-12,11
7469,43,2024-02-05,2024-04-24,80
7470,58,2024-03-20,2024-09-09,73
7471,84,2024-04-01,2024-08-06,88
7472,51,2024-01-24,2025-01-26,56
7473,77,2024-02-28,2025-04-12,100
7474,90,2024-03-09,2024-11-08,63
7475,70,2024-04-09,2024-12-31,78
7476,64,2024-03-26,2024-10-01,45
7477,88,2024-04-12,2024-07-08,23
7478,12,2024-03-18,2024-04-20,12
7479,84,2024-04-14,2024-06-08,70
7480,22,2024-02-07,2024-05-11,96
7481,40,2024-03-25,2025-01-27,91
7482,92,2024-03-30,2024-07-18,87
7483,88,2024-03-12,2024-07-18,60
7484,91,2024-04-06,2024-05-16,86
7485,29,2024-01-18,2024-05-30,61
7486,99,2024-02-22,2024-06-20,83
7487,11,2024-01-13,2025-03-15,80
7488,33,2024-02-06,2024-05-28,93
7489,73,2024-01-13,2025-03-30,10
7490,49,2024-03-01,2025-01-16,41
7491,8,2024-01-24,2025-03-08,77
7492,1,2024-01-28,2025-03-23,39
7493,37,2024-01-04,2025-02-09,68
7494,99,2024-02-17,2024-08-20,86
7495,12,2024-03-02,2024-10-29,88
7496,98,2024-01-01,2025-01-11,88
7497,45,2024-01-31,2024-11-24,30
7498,24,2024-01-31,2025-02-01,29
7499,88,2024-02-19,2024-06-05,61
7500,13,2024-03-02,2025-03-27,10
7501,19,2024-02-28,2024-07-11,21
7502,60,2024-04-12,2024-09-30,92
7503,23,2024-04-04,2024-05-24,85
7504,64,2024-02-20,2024-07-20,81
7505,71,2024-03-07,2025-03-22,2
7506,31,2024-03-20,2024-08-30,40
7507,16,2024-02-21,2025-03-13,35
7508,90,2024-03-10,2024-10-30,47
7509,88,2024-04-13,2024-10-05,81
7510,40,2024-02-21,2024-06-24,47
7511,27,2024-02-03,2024-11-27,15
7512,51,2024-02-02,2025-03-25,89
7513,30,2024-03-27,2024-11-17,69
7514,44,2024-01-10,2024-10-16,69
7515,40,2024-03-13,2024-05-21,47
7516,78,2024-02-05,2025-01-17,1
7517,98,2024-02-08,2025-04-06,49
7518,56,2024-02-23,2024-09-28,5
7519,15,2024-03-26,2024-10-13,77
7520,25,2024-02-07,2024-05-30,23
7521,85,2024-01-31,2024-07-11,33
7522,65,2024-03-31,2025-01-12,25
7523,52,2024-03-13,2024-06-30,46
7524,52,2024-02-04,2024-05-03,90
7525,7,2024-03-03,2024-11-30,93
7526,95,2024-01-28,2024-09-12,43
7527,72,2024-01-07,2024-05-25,81
7528,67,2024-02-18,2024-06-22,61
7529,26,2024-03-27,2025-01-06,16
7530,30,2024-04-10,2025-02-17,83
7531,78,2024-04-03,2024-08-04,14
7532,39,2024-02-01,2025-03-01,6
7533,43,2024-03-21,2025-01-20,5
7534,54,2024-01-28,2024-09-18,100
7535,10,2024-01-27,2025-03-13,72
7536,88,2024-04-15,2025-03-20,44
7537,59,2024-04-02,2025-01-07,35
7538,75,2024-01-20,2024-08-17,60
7539,43,2024-01-21,2025-04-09,7
7540,23,2024-04-13,2024-10-23,43
7541,9,2024-04-03,2025-02-20,94
7542,72,2024-02-05,2024-05-14,26
7543,85,2024-04-11,2024-04-29,28
7544,30,2024-03-08,2024-04-22,31
7545,23,2024-01-31,2024-04-18,51
7546,100,2024-04-01,2024-12-22,49
7547,78,2024-03-22,2024-08-07,70
7548,93,2024-04-13,2025-01-09,7
7549,17,2024-03-27,2025-02-08,12
7550,36,2024-01-07,2024-11-19,1
7551,28,2024-03-19,2024-04-22,44
7552,66,2024-02-21,2025-02-27,47
7553,56,2024-02-01,2024-10-07,79
7554,98,2024-03-05,2024-08-21,46
7555,89,2024-03-14,2024-11-09,10
7556,31,2024-03-23,2024-12-28,52
7557,22,2024-03-06,2025-04-01,30
7558,60,2024-01-22,2024-06-16,9
7559,25,2024-03-21,2025-03-19,96
7560,89,2024-02-20,2024-07-11,36
7561,53,2024-01-08,2024-05-01,57
7562,94,2024-02-24,2024-04-26,82
7563,57,2024-02-04,2025-02-25,39
7564,22,2024-01-18,2024-11-24,87
7565,83,2024-04-12,2025-01-03,44
7566,19,2024-01-16,2024-09-14,62
7567,100,2024-04-02,2024-08-15,7
7568,43,2024-03-20,2024-07-10,81
7569,17,2024-01-08,2024-07-14,60
7570,55,2024-03-03,2024-08-15,34
7571,1,2024-01-14,2024-05-01,11
7572,21,2024-04-03,2025-03-19,6
7573,42,2024-03-14,2025-01-14,58
7574,9,2024-02-09,2024-12-13,53
7575,92,2024-01-04,2024-11-22,92
7576,27,2024-01-06,2024-05-18,76
7577,24,2024-04-06,2024-06-10,80
7578,18,2024-01-10,2024-10-10,71
7579,94,2024-03-25,2024-10-01,37
7580,20,2024-04-05,2024-06-11,9
7581,91,2024-02-05,2024-11-11,11
7582,85,2024-03-04,2025-03-24,80
7583,61,2024-03-24,2024-06-18,50
7584,69,2024-01-13,2024-12-18,51
7585,64,2024-03-26,2025-04-13,79
7586,97,2024-03-04,2024-07-14,34
7587,30,2024-02-02,2024-10-02,68
7588,4,2024-01-01,2024-05-02,60
7589,68,2024-03-29,2024-05-20,39
7590,33,2024-01-10,2025-04-12,3
7591,20,2024-03-02,2024-11-18,50
7592,76,2024-01-23,2024-07-19,63
7593,13,2024-04-08,2024-05-06,48
7594,63,2024-03-18,2024-12-02,18
7595,3,2024-01-30,2024-09-07,91
7596,73,2024-04-11,2024-09-24,57
7597,5,2024-03-04,2024-08-26,32
7598,15,2024-02-06,2024-08-18,36
7599,68,2024-03-26,2024-12-27,19
7600,75,2024-04-11,2025-03-20,90
7601,58,2024-03-10,2024-06-28,51
7602,58,2024-03-03,2024-09-22,14
7603,75,2024-03-25,2025-02-18,54
7604,90,2024-02-13,2024-10-22,18
7605,9,2024-02-17,2024-10-19,74
7606,59,2024-01-12,2025-02-07,56
7607,61,2024-03-05,2024-08-07,23
7608,42,2024-02-17,2025-04-02,55
7609,75,2024-04-10,2024-06-18,15
7610,91,2024-02-14,2024-08-17,19
7611,46,2024-02-22,2024-05-19,24
7612,1,2024-03-05,2025-03-03,89
7613,88,2024-04-05,2025-02-05,63
7614,17,2024-03-09,2024-08-20,9
7615,84,2024-03-21,2024-06-07,18
7616,2,2024-02-14,2024-11-13,19
7617,97,2024-03-23,2024-04-22,34
7618,36,2024-03-17,2024-10-03,15
7619,52,2024-04-03,2025-02-05,70
7620,100,2024-03-29,2025-04-14,93
7621,16,2024-02-12,2025-01-08,13
7622,86,2024-03-30,2024-08-26,11
7623,22,2024-04-01,2024-05-20,60
7624,4,2024-03-05,2024-09-06,90
7625,33,2024-04-07,2025-01-20,57
7626,60,2024-01-05,2024-04-24,57
7627,29,2024-02-02,2024-06-16,97
7628,5,2024-01-05,2025-04-04,96
7629,67,2024-01-07,2024-09-11,28
7630,66,2024-01-05,2024-08-03,73
7631,81,2024-03-13,2024-09-19,39
7632,98,2024-01-15,2024-07-21,52
7633,60,2024-01-19,2024-09-22,32
7634,95,2024-04-06,2024-12-02,58
7635,58,2024-01-08,2024-07-28,5
7636,57,2024-04-06,2024-10-09,33
7637,74,2024-03-07,2025-03-05,68
7638,14,2024-04-05,2024-04-21,28
7639,79,2024-04-16,2025-04-11,63
7640,45,2024-03-16,2025-03-02,91
7641,61,2024-01-07,2024-06-25,69
7642,90,2024-01-24,2024-08-05,4
7643,27,2024-01-03,2025-02-08,20
7644,23,2024-03-29,2024-07-25,22
7645,22,2024-03-06,2024-11-22,57
7646,5,2024-02-18,2024-12-27,4
7647,31,2024-04-12,2025-03-17,73
7648,71,2024-01-31,2025-03-16,14
7649,31,2024-03-29,2024-12-16,33
7650,43,2024-02-09,2025-02-20,28
7651,46,2024-01-03,2025-01-23,25
7652,31,2024-02-09,2024-05-22,30
7653,94,2024-01-22,2025-04-15,34
7654,19,2024-03-05,2025-01-22,29
7655,76,2024-03-05,2025-03-14,85
7656,4,2024-01-04,2024-04-23,32
7657,88,2024-01-11,2024-08-28,38
7658,44,2024-01-13,2025-02-06,47
7659,88,2024-02-24,2024-12-02,33
7660,77,2024-02-26,2025-03-14,16
7661,64,2024-01-24,2025-04-14,45
7662,81,2024-02-27,2024-12-29,65
7663,23,2024-02-18,2025-02-14,52
7664,34,2024-03-09,2024-05-21,19
7665,58,2024-03-21,2025-01-22,40
7666,29,2024-02-17,2024-11-26,59
7667,27,2024-02-14,2025-01-13,91
7668,34,2024-01-21,2024-06-27,53
7669,2,2024-01-18,2024-06-04,52
7670,43,2024-01-29,2024-12-31,4
7671,42,2024-01-31,2024-08-02,41
7672,21,2024-02-14,2025-02-14,71
7673,3,2024-02-25,2024-05-21,51
7674,51,2024-04-10,2025-02-25,20
7675,62,2024-03-16,2025-04-05,57
7676,18,2024-01-20,2024-06-11,87
7677,56,2024-01-07,2024-09-01,54
7678,13,2024-01-10,2024-12-12,52
7679,46,2024-03-11,2024-05-21,63
7680,48,2024-01-26,2025-03-19,74
7681,40,2024-02-10,2025-04-12,92
7682,53,2024-01-26,2024-11-13,51
7683,7,2024-03-29,2025-03-01,12
7684,75,2024-03-15,2024-06-17,9
7685,88,2024-01-15,2024-04-27,18
7686,21,2024-04-02,2024-12-13,56
7687,37,2024-04-01,2025-01-03,75
7688,48,2024-03-02,2024-12-07,7
7689,9,2024-03-31,2025-03-08,81
7690,14,2024-01-04,2024-09-26,94
7691,54,2024-03-17,2025-01-03,77
7692,98,2024-02-17,2024-12-28,11
7693,48,2024-01-20,2025-01-24,59
7694,29,2024-01-03,2024-10-17,57
7695,85,2024-01-20,2024-07-23,46
7696,87,2024-01-16,2025-04-08,100
7697,55,2024-03-21,2024-10-25,71
7698,78,2024-03-26,2024-05-20,50
7699,12,2024-03-28,2024-06-08,4
7700,53,2024-03-14,2025-04-09,90
7701,67,2024-03-08,2024-12-22,6
7702,72,2024-01-03,2025-03-14,58
7703,90,2024-03-22,2024-05-22,37
7704,35,2024-02-12,2024-10-21,13
7705,98,2024-02-20,2024-10-04,13
7706,28,2024-01-11,2024-11-10,85
7707,19,2024-01-24,2025-01-02,73
7708,94,2024-01-24,2024-10-13,29
7709,80,2024-02-13,2024-10-31,54
7710,95,2024-03-26,2025-03-08,52
7711,43,2024-01-29,2025-02-01,19
7712,48,2024-02-20,2024-11-21,72
7713,16,2024-01-28,2024-05-17,47
7714,32,2024-01-30,2025-04-02,40
7715,9,2024-03-13,2025-01-13,36
7716,73,2024-04-07,2024-08-19,63
7717,31,2024-03-06,2025-04-08,56
7718,89,2024-01-31,2025-02-23,16
7719,52,2024-01-30,2024-08-09,85
7720,46,2024-03-10,2024-05-19,1
7721,86,2024-04-01,2025-01-27,71
7722,52,2024-03-20,2024-12-28,78
7723,38,2024-03-27,2025-03-12,26
7724,3,2024-03-10,2024-05-24,42
7725,87,2024-03-04,2024-12-23,44
7726,9,2024-01-11,2024-12-14,65
7727,92,2024-03-01,2025-01-04,7
7728,96,2024-01-28,2025-02-10,49
7729,15,2024-04-12,2024-05-01,93
7730,69,2024-02-29,2024-11-20,6
7731,56,2024-03-21,2024-08-16,36
7732,35,2024-04-07,2024-07-17,70
7733,15,2024-03-06,2024-06-22,46
7734,29,2024-01-06,2025-02-06,92
7735,53,2024-02-02,2025-01-20,44
7736,87,2024-01-30,2024-09-14,12
7737,31,2024-02-02,2025-04-16,46
7738,34,2024-01-09,2024-11-13,17
7739,57,2024-03-09,2024-05-09,5
7740,35,2024-01-06,2025-02-22,22
7741,71,2024-02-05,2024-04-18,37
7742,53,2024-03-04,2025-03-12,40
7743,85,2024-02-24,2024-12-30,67
7744,70,2024-03-12,2024-12-03,43
7745,64,2024-02-09,2025-03-19,23
7746,90,2024-04-01,2025-03-31,73
7747,91,2024-01-12,2025-02-18,3
7748,10,2024-02-18,2024-11-04,17
7749,83,2024-03-09,2025-01-29,15
7750,7,2024-04-16,2024-10-10,61
7751,33,2024-04-15,2025-03-11,71
7752,31,2024-02-14,2025-01-29,58
7753,22,2024-03-18,2024-08-24,43
7754,68,2024-02-21,2025-01-16,90
7755,51,2024-02-23,2024-09-25,42
7756,26,2024-03-16,2024-10-18,43
7757,27,2024-03-12,2025-01-17,45
7758,82,2024-03-29,2024-04-26,63
7759,54,2024-01-21,2024-09-10,18
7760,68,2024-03-21,2024-06-16,60
7761,85,2024-02-04,2025-02-09,44
7762,59,2024-02-08,2024-07-16,83
7763,34,2024-03-17,2024-06-29,14
7764,15,2024-03-14,2024-05-05,11
7765,85,2024-03-18,2024-09-14,55
7766,88,2024-04-10,2024-07-22,52
7767,73,2024-01-15,2024-10-11,95
7768,13,2024-03-20,2024-07-25,43
7769,13,2024-03-13,2024-07-23,95
7770,20,2024-01-28,2025-03-16,10
7771,58,2024-02-08,2024-10-29,26
7772,94,2024-03-19,2024-07-09,85
7773,20,2024-03-06,2024-07-05,26
7774,80,2024-03-10,2025-04-11,22
7775,46,2024-01-12,2025-03-04,59
7776,80,2024-04-16,2024-08-25,33
7777,37,2024-02-03,2024-12-22,83
7778,66,2024-01-23,2024-10-05,90
7779,21,2024-03-21,2025-03-01,47
7780,38,2024-02-16,2025-04-05,70
7781,44,2024-03-23,2024-05-28,68
7782,91,2024-03-27,2025-02-25,79
7783,9,2024-01-27,2024-11-19,87
7784,83,2024-02-06,2025-02-16,97
7785,49,2024-03-15,2024-04-23,1
7786,14,2024-01-03,2025-01-11,35
7787,89,2024-02-21,2024-07-15,37
7788,74,2024-02-19,2025-01-22,39
7789,48,2024-04-10,2025-04-16,74
7790,39,2024-03-17,2024-05-19,55
7791,49,2024-04-04,2024-11-09,40
7792,3,2024-04-06,2024-07-19,54
7793,81,2024-02-18,2024-12-28,13
7794,9,2024-03-17,2024-06-23,25
7795,20,2024-01-19,2025-03-12,46
7796,42,2024-02-22,2024-09-25,78
7797,14,2024-04-16,2025-01-05,22
7798,39,2024-02-16,2024-04-28,48
7799,59,2024-02-01,2025-04-16,56
7800,27,2024-02-25,2024-05-31,93
7801,99,2024-04-11,2024-11-14,18
7802,94,2024-04-06,2025-02-09,49
7803,59,2024-02-13,2024-05-24,71
7804,92,2024-03-30,2024-09-07,2
7805,11,2024-02-07,2024-09-02,87
7806,67,2024-01-15,2024-10-06,23
7807,73,2024-02-13,2025-04-10,79
7808,20,2024-01-18,2024-08-02,20
7809,25,2024-03-24,2024-12-24,60
7810,77,2024-02-27,2024-08-21,68
7811,10,2024-03-08,2024-09-23,42
7812,75,2024-02-03,2025-01-16,95
7813,100,2024-02-19,2025-03-04,26
7814,78,2024-04-04,2024-11-29,81
7815,71,2024-01-23,2024-04-17,20
7816,85,2024-01-01,2024-11-29,76
7817,95,2024-03-09,2025-02-13,16
7818,88,2024-02-29,2024-08-23,10
7819,88,2024-03-14,2024-07-08,22
7820,22,2024-03-02,2024-10-29,37
7821,47,2024-03-13,2025-02-26,22
7822,9,2024-03-08,2024-12-25,82
7823,5,2024-04-01,2025-04-09,32
7824,20,2024-01-19,2024-09-26,31
7825,18,2024-02-15,2024-09-25,22
7826,37,2024-02-20,2024-07-08,1
7827,7,2024-03-24,2024-12-14,96
7828,42,2024-01-11,2024-08-15,14
7829,28,2024-01-29,2024-10-18,11
7830,33,2024-04-02,2024-11-02,65
7831,58,2024-02-03,2024-04-20,49
7832,63,2024-02-17,2025-03-04,95
7833,37,2024-02-22,2024-04-17,67
7834,79,2024-04-12,2024-10-05,59
7835,33,2024-03-16,2025-02-20,7
7836,81,2024-02-21,2024-04-27,20
7837,87,2024-03-18,2024-08-29,12
7838,29,2024-03-22,2024-08-16,52
7839,60,2024-02-21,2025-04-15,43
7840,40,2024-01-29,2024-12-06,83
7841,77,2024-02-26,2024-10-27,10
7842,93,2024-01-29,2024-04-21,29
7843,8,2024-02-22,2024-06-29,87
7844,37,2024-01-29,2024-06-18,33
7845,71,2024-02-12,2024-07-01,53
7846,92,2024-03-01,2025-02-18,79
7847,60,2024-01-08,2024-12-24,97
7848,31,2024-02-04,2024-11-13,98
7849,7,2024-04-09,2024-09-10,34
7850,89,2024-02-08,2024-12-24,76
7851,84,2024-02-01,2025-01-09,40
7852,1,2024-01-10,2024-09-16,53
7853,1,2024-03-22,2024-09-02,79
7854,33,2024-03-16,2024-08-21,65
7855,64,2024-03-30,2025-01-06,22
7856,95,2024-03-17,2024-08-25,61
7857,24,2024-02-09,2024-12-01,24
7858,76,2024-01-05,2025-02-18,78
7859,90,2024-04-09,2025-04-16,44
7860,94,2024-03-16,2024-10-15,59
7861,55,2024-04-07,2025-04-14,90
7862,89,2024-01-05,2024-07-21,57
7863,6,2024-03-10,2024-04-23,97
7864,48,2024-02-07,2025-04-03,27
7865,76,2024-04-01,2024-08-31,57
7866,23,2024-03-12,2025-03-04,77
7867,94,2024-04-10,2024-05-06,72
7868,34,2024-04-07,2025-03-12,31
7869,56,2024-01-03,2025-02-26,58
7870,8,2024-03-20,2024-10-09,43
7871,18,2024-01-30,2024-11-04,38
7872,85,2024-04-08,2025-04-06,72
7873,85,2024-01-17,2025-02-01,91
7874,46,2024-03-14,2024-06-04,74
7875,18,2024-03-12,2024-08-11,53
7876,49,2024-01-15,2024-08-07,91
7877,46,2024-01-19,2024-10-19,62
7878,18,2024-01-12,2025-04-14,52
7879,47,2024-01-23,2024-10-11,17
7880,69,2024-02-09,2024-08-16,76
7881,16,2024-03-28,2025-03-25,44
7882,16,2024-01-17,2024-08-30,35
7883,70,2024-02-09,2024-04-25,93
7884,97,2024-02-15,2025-03-08,55
7885,3,2024-03-22,2025-01-07,89
7886,31,2024-02-05,2025-03-18,1
7887,55,2024-03-15,2024-09-24,4
7888,45,2024-01-11,2025-01-03,36
7889,12,2024-04-03,2025-02-19,22
7890,42,2024-02-18,2024-07-30,88
7891,54,2024-01-02,2024-04-25,3
7892,2,2024-01-30,2025-02-17,60
7893,49,2024-04-14,2025-03-19,83
7894,87,2024-04-06,2024-05-08,51
7895,93,2024-02-09,2024-04-24,49
7896,31,2024-03-19,2024-08-10,85
7897,39,2024-01-18,2025-03-07,52
7898,81,2024-02-11,2024-08-16,86
7899,87,2024-04-05,2025-01-20,93
7900,41,2024-03-30,2024-05-03,90
7901,68,2024-01-27,2024-08-21,21
7902,7,2024-03-06,2024-05-23,39
7903,81,2024-04-15,2024-11-12,90
7904,91,2024-01-23,2024-09-25,43
7905,17,2024-03-08,2024-11-14,11
7906,13,2024-02-28,2024-07-02,35
7907,30,2024-03-01,2024-11-11,10
7908,69,2024-02-04,2025-03-19,14
7909,30,2024-03-30,2025-01-08,2
7910,81,2024-03-24,2025-03-11,74
7911,90,2024-03-22,2024-06-15,54
7912,71,2024-02-20,2024-05-01,76
7913,41,2024-02-20,2024-11-22,97
7914,36,2024-01-12,2024-07-22,15
7915,44,2024-03-17,2024-12-23,67
7916,27,2024-01-07,2024-08-25,22
7917,57,2024-03-27,2024-09-01,38
7918,84,2024-03-19,2024-06-10,52
7919,74,2024-03-24,2024-08-23,56
7920,93,2024-02-29,2024-09-01,5
7921,83,2024-03-19,2024-06-17,92
7922,53,2024-04-10,2024-07-11,11
7923,58,2024-04-03,2024-08-14,8
7924,58,2024-02-26,2024-06-20,55
7925,61,2024-02-24,2024-07-21,43
7926,49,2024-02-13,2024-04-24,46
7927,75,2024-03-18,2024-08-10,26
7928,58,2024-03-08,2025-02-21,37
7929,83,2024-01-25,2024-08-25,83
7930,35,2024-01-19,2025-02-13,83
7931,37,2024-01-10,2024-08-24,94
7932,80,2024-01-24,2024-05-05,73
7933,50,2024-02-13,2024-12-12,62
7934,17,2024-03-12,2024-12-02,70
7935,41,2024-03-12,2024-10-03,21
7936,52,2024-04-03,2025-02-10,87
7937,11,2024-04-10,2024-09-05,36
7938,4,2024-01-02,2024-05-11,22
7939,99,2024-01-09,2024-09-23,26
7940,91,2024-03-28,2024-12-06,51
7941,9,2024-02-27,2024-11-27,5
7942,31,2024-01-10,2024-05-09,98
7943,55,2024-04-05,2024-10-10,15
7944,93,2024-01-12,2025-04-12,72
7945,41,2024-01-28,2024-10-08,6
7946,58,2024-01-31,2024-09-22,35
7947,72,2024-03-21,2024-11-21,88
7948,72,2024-02-07,2024-12-14,30
7949,28,2024-04-10,2024-06-11,71
7950,61,2024-03-01,2024-07-21,54
7951,52,2024-01-28,2024-08-23,73
7952,82,2024-01-05,2024-07-15,29
7953,46,2024-01-26,2025-03-29,82
7954,20,2024-03-17,2024-09-26,70
7955,55,2024-03-09,2024-10-02,13
7956,46,2024-01-29,2025-02-25,25
7957,47,2024-02-28,2025-02-06,39
7958,38,2024-04-15,2025-03-15,9
7959,40,2024-04-01,2024-08-02,57
7960,66,2024-01-24,2025-02-12,26
7961,41,2024-01-15,2025-02-10,85
7962,45,2024-04-14,2025-02-11,84
7963,94,2024-02-13,2024-07-23,58
7964,96,2024-02-17,2025-01-10,10
7965,76,2024-01-29,2025-04-12,69
7966,40,2024-04-10,2025-01-02,43
7967,65,2024-03-23,2024-10-03,57
7968,42,2024-02-13,2024-12-09,47
7969,69,2024-02-04,2025-01-07,93
7970,48,2024-02-24,2025-03-09,55
7971,76,2024-02-27,2024-07-01,71
7972,75,2024-01-30,2025-01-20,42
7973,8,2024-02-29,2024-10-10,55
7974,30,2024-02-03,2024-08-01,60
7975,5,2024-03-10,2024-10-19,43
7976,63,2024-01-20,2025-01-04,86
7977,11,2024-03-16,2025-01-31,30
7978,9,2024-03-20,2024-12-10,84
7979,23,2024-03-05,2024-07-15,10
7980,36,2024-03-13,2024-07-17,6
7981,91,2024-02-27,2025-01-31,12
7982,49,2024-04-13,2024-05-04,89
7983,84,2024-02-24,2024-12-08,78
7984,50,2024-04-09,2025-01-08,59
7985,60,2024-03-28,2025-03-15,35
7986,30,2024-03-21,2025-03-11,88
7987,57,2024-01-14,2025-04-12,70
7988,64,2024-01-23,2025-04-12,18
7989,36,2024-02-06,2024-12-10,20
7990,1,2024-01-27,2024-05-29,95
7991,75,2024-01-29,2024-08-27,59
7992,17,2024-03-02,2025-03-16,3
7993,56,2024-03-07,2025-01-22,34
7994,63,2024-03-16,2025-01-12,84
7995,98,2024-03-22,2024-05-12,58
7996,51,2024-03-28,2025-03-06,20
7997,34,2024-01-15,2024-07-03,76
7998,86,2024-03-30,2025-01-03,34
7999,87,2024-03-08,2025-03-20,77
8000,20,2024-04-12,2024-05-14,41
8001,97,2024-04-01,2025-04-10,5
8002,24,2024-02-15,2025-02-16,59
8003,92,2024-03-24,2025-03-01,92
8004,18,2024-02-06,2024-12-12,54
8005,70,2024-02-04,2025-02-06,55
8006,96,2024-03-22,2025-01-19,59
8007,53,2024-01-09,2024-09-12,45
8008,43,2024-01-19,2024-06-19,10
8009,52,2024-02-11,2024-08-07,69
8010,51,2024-03-15,2024-09-01,90
8011,62,2024-03-20,2025-03-10,78
8012,19,2024-01-04,2025-03-06,99
8013,58,2024-01-26,2025-03-14,25
8014,82,2024-01-07,2024-10-09,27
8015,71,2024-02-13,2024-11-16,16
8016,85,2024-02-03,2024-09-10,13
8017,34,2024-01-25,2025-04-03,34
8018,24,2024-03-31,2025-03-25,56
8019,30,2024-02-04,2024-05-09,30
8020,62,2024-02-27,2025-04-05,80
8021,14,2024-01-20,2024-11-27,96
8022,40,2024-01-28,2024-08-03,39
8023,54,2024-03-25,2024-05-14,78
8024,99,2024-01-21,2024-07-11,92
8025,29,2024-02-11,2024-11-22,59
8026,56,2024-01-01,2024-06-12,11
8027,22,2024-02-01,2024-07-28,57
8028,29,2024-01-03,2025-01-26,49
8029,85,2024-04-09,2024-08-03,51
8030,64,2024-03-26,2024-12-07,83
8031,68,2024-01-21,2024-12-20,14
8032,75,2024-03-01,2024-06-23,98
8033,76,2024-01-29,2024-12-10,35
8034,98,2024-03-21,2024-08-09,46
8035,42,2024-03-20,2024-06-03,77
8036,54,2024-02-04,2024-11-29,48
8037,55,2024-03-15,2024-08-19,79
8038,58,2024-01-17,2024-11-20,66
8039,90,2024-02-23,2024-05-05,18
8040,97,2024-02-01,2024-08-09,71
8041,99,2024-02-29,2024-09-13,78
8042,40,2024-02-20,2024-06-13,63
8043,10,2024-02-17,2025-04-10,86
8044,58,2024-04-12,2025-03-30,74
8045,90,2024-02-21,2024-08-25,62
8046,65,2024-03-24,2025-01-04,40
8047,78,2024-01-03,2025-03-13,21
8048,27,2024-01-08,2024-08-21,41
8049,50,2024-03-19,2024-07-19,90
8050,35,2024-03-03,2024-05-12,41
8051,48,2024-01-03,2025-02-08,82
8052,91,2024-02-21,2024-04-25,96
8053,33,2024-02-14,2024-06-21,84
8054,35,2024-04-07,2024-10-26,65
8055,70,2024-03-06,2024-09-15,36
8056,15,2024-01-25,2025-01-04,41
8057,6,2024-01-06,2025-02-12,53
8058,42,2024-01-06,2024-07-26,70
8059,92,2024-01-06,2024-12-01,14
8060,93,2024-02-18,2024-11-07,95
8061,24,2024-04-10,2025-01-29,57
8062,50,2024-03-30,2024-12-24,4
8063,71,2024-03-07,2024-06-21,54
8064,28,2024-03-19,2024-06-19,51
8065,53,2024-01-15,2025-03-27,9
8066,5,2024-03-22,2024-12-17,97
8067,60,2024-02-24,2024-12-09,44
8068,5,2024-01-10,2024-11-05,80
8069,4,2024-03-12,2025-03-01,38
8070,74,2024-03-15,2024-12-17,26
8071,1,2024-04-16,2024-12-06,24
8072,60,2024-03-13,2024-08-28,14
8073,25,2024-01-24,2025-03-16,67
8074,94,2024-03-20,2024-11-27,4
8075,23,2024-01-07,2024-06-27,63
8076,6,2024-01-04,2024-05-13,25
8077,7,2024-01-23,2024-09-18,54
8078,4,2024-01-11,2024-10-31,96
8079,88,2024-02-06,2025-02-15,15
8080,90,2024-04-01,2024-04-17,88
8081,25,2024-03-25,2025-03-31,72
8082,33,2024-04-05,2024-06-19,27
8083,27,2024-02-29,2025-02-19,96
8084,9,2024-03-22,2024-09-11,59
8085,65,2024-01-12,2024-10-22,53
8086,18,2024-03-03,2024-08-10,75
8087,67,2024-02-02,2024-10-11,73
8088,57,2024-04-14,2025-01-14,12
8089,91,2024-02-19,2024-04-23,72
8090,99,2024-01-31,2024-06-24,34
8091,20,2024-04-10,2024-09-14,71
8092,18,2024-01-05,2024-10-11,15
8093,81,2024-02-22,2025-02-19,27
8094,89,2024-01-17,2024-12-01,28
8095,41,2024-04-12,2024-12-21,2
8096,51,2024-01-04,2024-07-04,63
8097,37,2024-01-13,2025-01-30,96
8098,29,2024-01-04,2025-03-10,85
8099,72,2024-01-16,2024-12-11,11
8100,86,2024-04-09,2024-10-20,31
8101,28,2024-04-07,2024-04-29,79
8102,84,2024-04-03,2025-02-11,87
8103,47,2024-03-12,2024-10-17,35
8104,61,2024-01-23,2025-02-27,80
8105,66,2024-01-25,2024-10-02,35
8106,19,2024-01-10,2024-05-25,35
8107,54,2024-02-04,2024-12-20,63
8108,4,2024-03-25,2024-04-29,85
8109,51,2024-04-12,2024-08-31,82
8110,64,2024-01-03,2024-04-24,98
8111,6,2024-01-31,2025-04-02,41
8112,19,2024-02-01,2024-07-24,68
8113,81,2024-03-26,2024-08-14,86
