purchase_order_id,inventory_id,cantidad,precio_unitario,descuento
46,7675,75,22,0.4
275,7676,32,25,0.1
927,7677,59,998,0
624,7678,7,749,0.3
309,7679,78,921,0
657,7680,84,387,0.3
748,7681,65,915,0.1
938,7682,65,854,0.4
953,7683,43,704,0.2
44,7684,50,855,0.2
612,7685,62,347,0.1
345,7686,66,925,0
196,7687,37,134,0.2
709,7688,91,727,0
145,7689,53,847,0
152,7690,87,699,0.2
495,7691,60,34,0.1
991,7692,27,123,0.2
29,7693,81,117,0.4
851,7694,30,597,0.1
570,7695,16,986,0.1
407,7696,52,228,0.4
853,7697,39,976,0
36,7698,46,718,0.3
580,7699,27,859,0.1
448,7700,82,13,0.2
955,7701,9,752,0.1
968,7702,89,645,0.1
945,7703,22,726,0.4
382,7704,86,590,0.3
834,7705,11,85,0.2
961,7706,62,164,0.3
502,7707,86,555,0.3
98,7708,92,294,0.2
297,7709,51,22,0.4
499,7710,74,547,0.3
253,7711,78,908,0.2
164,7712,35,856,0.4
397,7713,10,961,0
433,7714,54,545,0.4
913,7715,82,922,0.1
227,7716,44,569,0.1
61,7717,78,396,0
553,7718,77,60,0.4
121,7719,63,479,0.1
198,7720,99,884,0.1
859,7721,98,940,0.2
840,7722,88,915,0
883,7723,55,107,0.2
165,7724,16,765,0.3
385,7725,24,5,0
848,7726,36,38,0.3
291,7727,6,771,0.4
2,7728,1,132,0.1
433,7729,41,119,0.4
367,7730,40,743,0.4
39,7731,61,845,0.1
111,7732,91,984,0.2
212,7733,32,809,0
582,7734,31,344,0.3
461,7735,7,211,0.2
130,7736,83,307,0.3
995,7737,77,250,0.2
46,7738,52,483,0.3
997,7739,31,997,0.1
141,7740,82,484,0.2
53,7741,47,505,0
418,7742,94,234,0
806,7743,50,927,0.1
993,7744,8,878,0.1
556,7745,84,783,0.1
269,7746,72,914,0
469,7747,74,332,0.2
542,7748,93,292,0.4
858,7749,35,781,0.3
77,7750,10,939,0.4
690,7751,65,669,0.4
503,7752,78,7,0
920,7753,66,903,0.4
601,7754,31,661,0.3
136,7755,87,606,0.2
813,7756,54,937,0.2
246,7757,66,393,0.1
976,7758,17,480,0.3
27,7759,30,79,0.2
122,7760,29,641,0.3
748,7761,8,736,0
258,7762,1,694,0
511,7763,99,11,0.3
172,7764,72,193,0.2
100,7765,93,751,0.2
767,7766,83,450,0.2
254,7767,55,982,0.1
906,7768,21,11,0.2
970,7769,60,548,0
346,7770,41,579,0
406,7771,12,980,0.2
723,7772,9,999,0.4
52,7773,88,51,0.3
955,7774,52,650,0.2
612,7775,58,685,0.3
89,7776,59,110,0
783,7777,91,655,0.4
548,7778,77,223,0
74,7779,100,969,0.1
614,7780,1,371,0.2
113,7781,44,210,0.1
712,7782,21,121,0.1
69,7783,23,340,0.2
929,7784,2,464,0.2
370,7785,2,936,0.4
989,7786,39,414,0.4
899,7787,53,482,0.4
898,7788,42,895,0.4
838,7789,71,682,0.3
953,7790,75,408,0.3
730,7791,88,53,0
334,7792,51,424,0.2
20,7793,74,805,0.4
254,7794,52,403,0.3
743,7795,34,426,0
205,7796,16,155,0.2
751,7797,14,201,0.4
154,7798,23,740,0
315,7799,78,212,0.3
424,7800,36,864,0
496,7801,90,465,0.1
402,7802,18,555,0.3
992,7803,32,919,0.2
450,7804,21,658,0.4
135,7805,95,407,0
816,7806,46,236,0.1
258,7807,77,807,0
979,7808,33,988,0.1
984,7809,97,623,0.2
300,7810,97,575,0.2
709,7811,38,257,0.2
626,7812,31,910,0.1
287,7813,97,869,0.3
731,7814,68,431,0.3
56,7815,86,430,0.2
895,7816,33,430,0.1
481,7817,39,633,0.4
970,7818,65,371,0.4
507,7819,56,131,0.3
234,7820,14,430,0
709,7821,95,401,0.1
788,7822,61,71,0.2
203,7823,48,75,0.4
597,7824,33,488,0
105,7825,5,868,0.3
596,7826,23,919,0.4
785,7827,72,933,0.4
414,7828,21,219,0.2
230,7829,40,652,0
655,7830,70,519,0.2
585,7831,100,13,0
926,7832,4,397,0.2
519,7833,55,541,0.1
702,7834,41,152,0.3
115,7835,56,491,0.1
58,7836,69,125,0.4
906,7837,23,928,0.2
417,7838,22,400,0.1
946,7839,61,960,0.2
265,7840,87,181,0.4
912,7841,9,584,0.2
34,7842,33,922,0.1
312,7843,79,969,0
276,7844,70,828,0
201,7845,80,977,0
739,7846,20,254,0.4
953,7847,6,806,0
571,7848,18,667,0.2
415,7849,94,762,0.1
566,7850,61,320,0.2
168,7851,62,996,0.3
46,7852,63,183,0.3
551,7853,46,691,0.2
709,7854,71,416,0.4
324,7855,50,263,0.4
345,7856,8,644,0
779,7857,5,932,0.3
917,7858,17,154,0
464,7859,37,541,0
943,7860,75,801,0
125,7861,64,808,0.4
184,7862,77,525,0.4
161,7863,18,755,0
499,7864,29,963,0.2
507,7865,61,928,0.1
46,7866,20,716,0.1
452,7867,54,642,0.3
271,7868,17,982,0.1
652,7869,78,202,0.2
838,7870,49,372,0.4
179,7871,71,977,0.4
155,7872,88,346,0.4
378,7873,94,462,0.3
934,7874,7,859,0.3
42,7875,47,712,0
820,7876,95,363,0.1
12,7877,17,592,0.1
683,7878,69,868,0.4
143,7879,68,437,0.2
227,7880,90,415,0.2
121,7881,29,984,0.2
468,7882,19,917,0
575,7883,30,85,0.1
633,7884,21,385,0.3
964,7885,59,234,0
62,7886,79,250,0.3
770,7887,59,284,0.1
824,7888,33,974,0.1
124,7889,94,981,0.1
452,7890,89,993,0
741,7891,40,577,0.4
388,7892,61,350,0
757,7893,65,581,0.1
221,7894,33,258,0.4
30,7895,28,570,0
802,7896,80,832,0
98,7897,89,749,0
407,7898,11,883,0
62,7899,42,141,0.2
715,7900,84,837,0.4
932,7901,88,474,0.3
434,7902,36,545,0.2
934,7903,61,612,0.2
389,7904,23,124,0.1
706,7905,38,924,0.2
123,7906,3,616,0
928,7907,39,745,0.4
294,7908,38,543,0.3
354,7909,60,587,0.2
961,7910,27,634,0.4
241,7911,11,515,0.4
313,7912,35,44,0
450,7913,21,782,0.4
348,7914,9,695,0
684,7915,80,930,0.4
970,7916,15,842,0.4
338,7917,50,802,0.4
553,7918,47,862,0.3
782,7919,65,766,0.1
767,7920,68,726,0.3
269,7921,50,871,0.4
520,7922,37,52,0.2
807,7923,43,623,0.1
272,7924,74,442,0.4
406,7925,73,893,0.2
304,7926,63,357,0.3
600,7927,86,779,0.4
945,7928,48,473,0.4
774,7929,23,85,0.2
16,7930,63,105,0
983,7931,91,460,0.2
541,7932,88,65,0.4
457,7933,52,494,0.2
830,7934,8,627,0
123,7935,34,696,0
511,7936,67,971,0.2
822,7937,89,863,0.3
873,7938,5,565,0.1
75,7939,48,511,0.4
747,7940,39,440,0.3
184,7941,42,902,0.2
652,7942,38,822,0
383,7943,61,380,0.3
902,7944,42,146,0.4
307,7945,75,541,0.1
815,7946,81,629,0.1
455,7947,9,157,0.2
398,7948,54,430,0.2
134,7949,28,734,0
218,7950,36,278,0.2
175,7951,22,717,0.4
774,7952,32,548,0
888,7953,7,935,0.3
484,7954,93,245,0.3
319,7955,75,525,0.2
575,7956,72,465,0.3
895,7957,25,256,0.4
822,7958,43,628,0.1
23,7959,92,251,0.3
677,7960,40,958,0.2
836,7961,76,843,0.4
448,7962,95,952,0.3
453,7963,87,148,0
142,7964,8,753,0.1
661,7965,46,395,0.4
15,7966,56,10,0.1
325,7967,25,21,0.4
838,7968,14,742,0.2
8,7969,95,97,0.4
208,7970,39,396,0.2
556,7971,82,138,0
709,7972,37,46,0.1
207,7973,74,978,0.3
887,7974,54,585,0.1
961,7975,25,4,0.1
600,7976,85,153,0.4
489,7977,58,887,0.3
408,7978,54,834,0
650,7979,48,226,0.4
833,7980,72,242,0.2
973,7981,52,447,0.1
630,7982,78,430,0.1
746,7983,77,191,0.3
826,7984,83,529,0.1
194,7985,99,837,0.1
152,7986,39,737,0.4
424,7987,12,231,0.1
10,7988,20,593,0.1
515,7989,74,754,0.1
266,7990,72,23,0.4
228,7991,31,711,0.2
653,7992,90,882,0.4
343,7993,20,163,0.4
564,7994,68,547,0
712,7995,52,772,0.2
768,7996,91,234,0.2
513,7997,9,289,0
447,7998,40,565,0.2
28,7999,51,243,0.3
569,8000,66,991,0.2
221,8001,78,82,0.3
966,8002,48,33,0.3
810,8003,17,841,0
339,8004,81,425,0.2
64,8005,24,564,0.2
363,8006,10,374,0
900,8007,23,14,0.3
497,8008,43,277,0.4
979,8009,26,302,0.1
368,8010,56,610,0.2
874,8011,98,369,0.3
522,8012,59,270,0.3
176,8013,59,819,0.3
460,8014,94,672,0.4
910,8015,61,967,0.4
79,8016,35,1000,0.2
574,8017,95,40,0
53,8018,75,268,0.3
38,8019,87,601,0.3
923,8020,28,413,0.4
644,8021,58,282,0
268,8022,22,91,0.1
864,8023,13,391,0.1
410,8024,73,710,0.4
75,8025,31,355,0.2
97,8026,15,514,0.4
890,8027,81,13,0.4
842,8028,52,602,0.2
851,8029,12,208,0
975,8030,2,644,0.3
222,8031,88,244,0.1
604,8032,13,455,0
49,8033,24,456,0.1
856,8034,24,719,0.4
714,8035,10,382,0
454,8036,93,428,0.1
435,8037,46,841,0.3
163,8038,60,659,0.2
772,8039,40,119,0.1
662,8040,7,122,0.1
430,8041,61,298,0.4
658,8042,29,217,0
817,8043,56,818,0
208,8044,55,85,0.2
52,8045,25,519,0.4
354,8046,97,225,0.3
98,8047,85,4,0
362,8048,96,220,0.4
593,8049,11,531,0.3
822,8050,77,569,0.4
506,8051,20,466,0.3
230,8052,81,821,0.2
55,8053,14,156,0.2
478,8054,65,677,0.4
256,8055,69,581,0.4
254,8056,21,755,0.4
708,8057,26,962,0.3
949,8058,9,93,0.2
127,8059,60,269,0.3
863,8060,6,302,0.2
931,8061,91,634,0.1
26,8062,79,881,0.3
787,8063,9,951,0.2
660,8064,10,827,0
11,8065,73,470,0.2
757,8066,3,411,0.2
895,8067,21,930,0.3
622,8068,81,75,0.3
92,8069,19,561,0
643,8070,72,35,0.4
402,8071,100,708,0.1
28,8072,4,363,0
916,8073,33,308,0.2
57,8074,81,297,0.4
823,8075,10,153,0.4
403,8076,5,445,0.3
985,8077,72,702,0.3
795,8078,78,959,0
670,8079,91,737,0.4
524,8080,94,498,0.3
411,8081,1,101,0.4
169,8082,92,504,0.2
301,8083,50,125,0.4
507,8084,76,580,0.1
931,8085,62,755,0.1
103,8086,92,415,0.2
779,8087,6,161,0.4
908,8088,66,836,0.3
761,8089,19,842,0.1
401,8090,40,85,0.2
548,8091,11,972,0.1
407,8092,50,702,0.3
300,8093,25,517,0.1
412,8094,65,254,0.4
290,8095,76,961,0.4
258,8096,8,612,0.1
509,8097,93,911,0.4
764,8098,35,130,0.1
38,8099,39,654,0.3
153,8100,95,556,0.2
566,8101,33,232,0.3
705,8102,24,631,0
778,8103,50,991,0
975,8104,15,30,0.1
159,8105,32,856,0.2
540,8106,50,582,0.2
989,8107,7,320,0.3
833,8108,47,165,0
987,8109,26,962,0
817,8110,63,850,0.1
732,8111,79,914,0.3
346,8112,84,208,0.3
708,8113,20,707,0.3
538,8114,32,329,0.2
300,8115,3,177,0.4
812,8116,3,844,0.4
914,8117,94,409,0.4
224,8118,10,922,0.2
113,8119,90,634,0.3
819,8120,43,260,0.1
917,8121,56,493,0.4
721,8122,21,150,0.1
206,8123,39,891,0.2
283,8124,6,461,0
953,8125,28,658,0
907,8126,16,200,0.2
475,8127,95,706,0.3
842,8128,27,812,0
493,8129,73,502,0.1
755,8130,23,597,0.1
782,8131,13,487,0.1
266,8132,49,488,0
357,8133,96,119,0.3
864,8134,43,867,0
956,8135,77,151,0
227,8136,93,14,0
948,8137,37,264,0.4
247,8138,94,623,0.1
673,8139,14,536,0.1
168,8140,48,627,0.1
56,8141,69,706,0.3
150,8142,11,303,0.1
901,8143,7,221,0.4
428,8144,83,846,0.1
17,8145,33,523,0
318,8146,86,558,0.4
695,8147,13,3,0
496,8148,88,365,0
459,8149,84,635,0.2
532,8150,85,477,0.3
60,8151,84,312,0
728,8152,35,708,0.1
545,8153,93,113,0
340,8154,20,366,0
404,8155,42,283,0.2
527,8156,66,944,0.4
624,8157,69,668,0.3
332,8158,84,765,0.2
3,8159,100,444,0.3
185,8160,15,915,0.2
637,8161,18,542,0.4
426,8162,21,989,0.1
345,8163,49,211,0.4
662,8164,73,937,0.4
789,8165,40,592,0.3
656,8166,45,724,0.1
983,8167,62,983,0.4
453,8168,35,474,0.3
337,8169,6,928,0.3
714,8170,89,206,0.1
978,8171,29,82,0.4
137,8172,31,608,0
809,8173,76,164,0.4
75,8174,65,193,0.2
578,8175,79,560,0.1
279,8176,97,747,0.2
548,8177,50,421,0
589,8178,49,997,0.1
410,8179,79,271,0
517,8180,59,623,0.4
813,8181,11,552,0.4
969,8182,21,7,0.2
842,8183,49,838,0.3
919,8184,15,376,0
434,8185,6,292,0.4
248,8186,86,583,0.1
869,8187,20,413,0.4
898,8188,85,618,0
553,8189,54,888,0.1
994,8190,56,768,0.2
334,8191,43,388,0.3
164,8192,8,579,0.4
679,8193,1,41,0.4
921,8194,20,230,0
902,8195,81,561,0.3
440,8196,8,173,0.2
979,8197,8,421,0.4
610,8198,35,550,0
49,8199,46,52,0
68,8200,73,670,0
763,8201,23,563,0
822,8202,61,983,0
846,8203,87,105,0.4
38,8204,66,396,0.4
760,8205,36,815,0
779,8206,4,824,0.2
654,8207,85,88,0.4
381,8208,23,903,0
264,8209,57,887,0.4
690,8210,2,194,0.3
759,8211,19,302,0.4
504,8212,55,627,0.2
804,8213,99,484,0.4
420,8214,46,844,0.4
152,8215,7,493,0.1
501,8216,54,945,0.3
492,8217,61,917,0.4
790,8218,59,903,0.2
221,8219,2,978,0.3
596,8220,69,46,0.2
779,8221,42,849,0
914,8222,49,869,0.4
556,8223,50,615,0.2
420,8224,97,724,0.2
867,8225,83,773,0.3
458,8226,72,364,0.3
441,8227,67,255,0.2
700,8228,46,382,0
906,8229,27,479,0.4
730,8230,93,311,0
503,8231,72,83,0.4
95,8232,21,518,0.3
756,8233,31,985,0.3
477,8234,37,66,0.3
847,8235,90,676,0.4
347,8236,33,136,0.3
371,8237,89,895,0.1
643,8238,80,286,0.1
560,8239,8,270,0.1
578,8240,29,760,0.2
446,8241,41,560,0
8,8242,8,925,0.1
801,8243,60,68,0
456,8244,67,925,0.4
478,8245,25,921,0.4
250,8246,87,410,0.4
752,8247,30,232,0.1
909,8248,97,460,0.4
196,8249,19,864,0.1
716,8250,18,947,0.1
657,8251,79,389,0
805,8252,55,300,0.3
623,8253,14,940,0.1
845,8254,56,532,0
527,8255,20,391,0
684,8256,19,535,0.2
329,8257,35,360,0.2
82,8258,56,73,0.1
265,8259,55,923,0.4
308,8260,87,777,0.2
997,8261,97,303,0.4
153,8262,54,793,0
394,8263,52,311,0
615,8264,71,45,0.2
412,8265,73,656,0.3
112,8266,1,299,0.1
634,8267,46,707,0.1
567,8268,49,145,0.2
371,8269,92,116,0
715,8270,69,879,0.2
999,8271,83,475,0.4
195,8272,23,78,0.3
619,8273,4,758,0
806,8274,48,207,0.3
707,8275,58,55,0.3
974,8276,35,824,0.4
203,8277,39,356,0
647,8278,42,411,0.2
599,8279,64,165,0.4
669,8280,10,157,0
393,8281,67,746,0.1
87,8282,33,354,0.3
802,8283,80,290,0.1
496,8284,86,371,0.3
943,8285,61,51,0.1
892,8286,19,689,0.1
711,8287,5,531,0.3
840,8288,67,724,0
736,8289,62,941,0.4
523,8290,37,914,0.4
111,8291,93,27,0.1
753,8292,39,786,0
48,8293,41,893,0.4
983,8294,66,756,0.3
760,8295,24,579,0.2
982,8296,63,807,0.3
997,8297,53,763,0.2
433,8298,4,439,0.2
919,8299,64,980,0.3
349,8300,99,652,0.3
464,8301,4,726,0.3
520,8302,50,579,0.3
872,8303,4,779,0.3
868,8304,34,601,0.2
555,8305,27,857,0.1
902,8306,65,898,0
723,8307,47,635,0.4
72,8308,48,195,0.1
569,8309,50,550,0
64,8310,21,502,0.4
371,8311,20,985,0.3
585,8312,63,49,0
68,8313,17,789,0.3
974,8314,92,535,0.1
730,8315,89,257,0.1
650,8316,63,410,0.2
938,8317,3,882,0.2
786,8318,11,127,0.2
700,8319,26,705,0.4
916,8320,90,416,0.3
657,8321,55,941,0.3
630,8322,21,245,0.1
420,8323,21,869,0.4
111,8324,55,411,0.1
188,8325,23,893,0.3
747,8326,83,556,0.3
573,8327,20,223,0.4
841,8328,30,526,0
721,8329,51,353,0.1
935,8330,38,544,0.1
860,8331,89,750,0.4
795,8332,34,577,0.1
272,8333,41,150,0.4
321,8334,28,511,0
556,8335,96,867,0.2
796,8336,100,21,0
10,8337,25,338,0.3
321,8338,78,158,0.2
411,8339,98,32,0.2
286,8340,23,561,0.4
731,8341,41,747,0.2
916,8342,84,191,0.2
979,8343,60,834,0
614,8344,17,807,0.4
735,8345,30,562,0.2
967,8346,37,177,0
39,8347,68,376,0.3
686,8348,92,785,0.3
773,8349,52,877,0.3
617,8350,50,633,0.4
782,8351,28,496,0.2
473,8352,7,867,0.1
616,8353,46,658,0.1
373,8354,50,771,0
281,8355,51,831,0.4
639,8356,23,771,0.3
405,8357,34,986,0.4
769,8358,51,93,0.1
829,8359,60,605,0.1
342,8360,18,453,0.4
130,8361,27,112,0.1
128,8362,80,98,0.1
777,8363,95,284,0.3
609,8364,68,834,0.2
744,8365,86,324,0
9,8366,52,967,0.2
902,8367,68,203,0.2
842,8368,67,69,0
112,8369,99,470,0.1
700,8370,11,170,0
944,8371,18,435,0.3
95,8372,47,231,0.2
832,8373,74,12,0.3
557,8374,23,363,0.4
78,8375,100,673,0.1
147,8376,54,230,0.1
317,8377,54,342,0.2
481,8378,44,449,0.4
460,8379,28,508,0
150,8380,13,29,0.1
443,8381,65,818,0.1
512,8382,89,566,0.1
502,8383,86,809,0.3
755,8384,34,435,0.3
582,8385,17,994,0.4
674,8386,54,636,0.3
666,8387,63,565,0
569,8388,4,604,0.1
448,8389,69,258,0
555,8390,44,251,0.2
559,8391,1,935,0.1
255,8392,52,475,0.4
409,8393,95,854,0.1
482,8394,30,218,0.3
171,8395,79,366,0
431,8396,80,304,0.1
311,8397,90,922,0.3
126,8398,15,641,0.1
357,8399,72,438,0.3
734,8400,4,971,0.1
843,8401,18,319,0.1
705,8402,71,122,0.1
731,8403,71,470,0
481,8404,77,847,0.2
45,8405,85,785,0.3
33,8406,16,725,0.3
139,8407,73,396,0.1
948,8408,76,210,0.2
95,8409,92,379,0.1
508,8410,39,524,0.3
898,8411,75,58,0.1
438,8412,79,935,0
884,8413,46,120,0.3
710,8414,23,878,0.2
817,8415,45,405,0.4
140,8416,93,847,0.4
391,8417,95,254,0.4
188,8418,38,875,0.1
101,8419,68,984,0.4
210,8420,30,98,0.1
433,8421,1,65,0.4
652,8422,59,107,0.1
114,8423,1,914,0.2
890,8424,51,151,0
56,8425,44,455,0
129,8426,48,240,0.2
716,8427,8,396,0.2
173,8428,42,837,0.3
873,8429,30,729,0
334,8430,34,795,0.2
606,8431,77,779,0
843,8432,71,973,0.1
368,8433,34,981,0.3
558,8434,95,231,0.1
484,8435,73,774,0
999,8436,60,351,0.2
898,8437,2,540,0.3
251,8438,84,774,0.4
395,8439,88,935,0.3
757,8440,42,42,0.1
708,8441,48,326,0.1
628,8442,84,862,0.4
887,8443,11,665,0
681,8444,48,138,0.4
846,8445,86,378,0.4
302,8446,95,358,0.2
823,8447,57,883,0
916,8448,42,687,0.2
661,8449,83,7,0
722,8450,29,364,0
668,8451,30,791,0
602,8452,20,236,0.4
936,8453,1,169,0.4
123,8454,8,692,0.1
822,8455,15,507,0.4
348,8456,68,889,0.3
715,8457,90,197,0
736,8458,21,795,0.3
896,8459,24,341,0.3
925,8460,95,914,0.1
56,8461,48,217,0
808,8462,9,292,0.3
23,8463,37,198,0.2
415,8464,25,484,0.2
325,8465,98,823,0
256,8466,41,168,0.4
124,8467,84,41,0.3
777,8468,45,366,0.4
30,8469,99,720,0.4
671,8470,22,698,0.2
871,8471,22,775,0.3
635,8472,75,177,0.2
53,8473,90,538,0.2
263,8474,94,572,0.4
187,8475,43,407,0.4
851,8476,66,246,0.3
544,8477,70,853,0.1
334,8478,7,956,0.2
405,8479,26,899,0.1
62,8480,18,880,0.2
983,8481,83,182,0.2
898,8482,79,31,0.2
919,8483,31,929,0
752,8484,16,171,0.4
855,8485,51,596,0.3
79,8486,44,581,0.3
938,8487,62,582,0.4
604,8488,6,397,0.3
52,8489,43,21,0.4
601,8490,39,690,0
440,8491,11,377,0.3
383,8492,72,696,0.3
484,8493,50,376,0
814,8494,100,528,0
808,8495,31,581,0.2
913,8496,25,730,0.3
208,8497,18,437,0
204,8498,19,47,0.4
463,8499,91,251,0.1
564,8500,36,194,0.2
239,8501,80,194,0.1
217,8502,35,631,0.3
736,8503,76,787,0
436,8504,22,516,0.1
867,8505,7,353,0.2
518,8506,78,848,0.1
307,8507,38,211,0.2
624,8508,94,487,0.2
495,8509,49,8,0.4
684,8510,4,597,0.4
867,8511,100,811,0
546,8512,33,742,0.3
317,8513,50,32,0.2
581,8514,58,501,0.4
424,8515,83,671,0.4
30,8516,76,317,0
856,8517,78,956,0.1
300,8518,92,440,0.2
286,8519,55,990,0.2
766,8520,48,38,0.3
128,8521,48,302,0
110,8522,35,377,0.1
35,8523,96,242,0.4
942,8524,20,729,0.2
256,8525,79,149,0.2
868,8526,94,173,0.1
20,8527,74,989,0.4
592,8528,44,889,0.4
478,8529,33,17,0.2
721,8530,95,251,0.3
537,8531,14,291,0.2
309,8532,66,711,0.1
693,8533,29,89,0.1
215,8534,50,775,0.4
235,8535,35,509,0.3
285,8536,93,26,0.1
903,8537,63,516,0.3
757,8538,79,736,0.2
85,8539,66,300,0.1
254,8540,69,347,0.2
529,8541,25,252,0.4
901,8542,26,464,0.4
609,8543,34,290,0.3
7,8544,33,677,0.3
355,8545,57,558,0
415,8546,45,157,0.2
393,8547,86,121,0.4
286,8548,70,882,0.4
645,8549,76,754,0
44,8550,89,295,0.2
983,8551,13,643,0.4
728,8552,41,929,0.3
69,8553,23,401,0.3
441,8554,89,692,0.4
416,8555,99,635,0
670,8556,15,146,0.3
854,8557,17,627,0.3
61,8558,61,268,0.2
775,8559,67,973,0.2
498,8560,58,288,0
18,8561,12,709,0.3
126,8562,56,17,0.2
944,8563,8,280,0
78,8564,15,202,0.2
592,8565,76,407,0
23,8566,72,390,0.4
154,8567,39,693,0.4
105,8568,12,32,0.2
416,8569,89,906,0.4
404,8570,31,947,0.3
453,8571,2,257,0.2
928,8572,65,470,0.3
412,8573,78,396,0.2
247,8574,43,358,0.1
31,8575,44,118,0.4
942,8576,81,977,0
551,8577,94,657,0
151,8578,85,668,0.1
786,8579,47,817,0.2
700,8580,62,387,0.4
989,8581,3,175,0.4
858,8582,90,358,0.4
543,8583,55,475,0.4
849,8584,31,984,0
570,8585,9,211,0
35,8586,80,152,0
22,8587,11,803,0.3
238,8588,30,692,0.1
341,8589,71,398,0
266,8590,39,618,0
172,8591,61,559,0.4
760,8592,38,265,0.3
841,8593,72,511,0.4
528,8594,47,564,0.4
921,8595,99,678,0.2
466,8596,73,178,0
26,8597,41,991,0.3
140,8598,67,740,0.3
378,8599,52,442,0.3
408,8600,81,117,0.4
995,8601,46,700,0.3
8,8602,54,154,0
250,8603,38,877,0.2
492,8604,5,164,0
51,8605,56,761,0.3
514,8606,58,15,0.3
893,8607,70,806,0.2
179,8608,47,974,0.4
13,8609,45,37,0
597,8610,5,255,0.1
398,8611,85,565,0
704,8612,90,766,0.4
920,8613,58,556,0.2
452,8614,70,807,0.1
754,8615,35,890,0.1
572,8616,50,13,0
103,8617,22,588,0.4
692,8618,81,228,0.2
121,8619,90,841,0.4
482,8620,38,279,0.2
298,8621,78,308,0.1
763,8622,4,85,0.3
425,8623,76,142,0.3
876,8624,30,599,0
374,8625,70,714,0.1
344,8626,48,719,0.2
369,8627,37,661,0.3
264,8628,11,643,0.4
575,8629,15,519,0
609,8630,15,581,0.3
450,8631,24,312,0.1
288,8632,63,333,0
206,8633,88,494,0.3
972,8634,43,420,0.2
702,8635,38,539,0.2
407,8636,97,95,0
472,8637,22,483,0.4
392,8638,8,923,0.4
656,8639,58,669,0.1
260,8640,16,637,0
966,8641,35,553,0.4
77,8642,16,56,0
7,8643,92,719,0.3
497,8644,88,268,0.2
316,8645,37,827,0.3
697,8646,69,533,0.3
801,8647,100,522,0.1
78,8648,93,437,0
915,8649,9,722,0
530,8650,42,671,0.1
861,8651,35,773,0.4
677,8652,74,920,0.2
824,8653,6,612,0
20,8654,23,492,0.4
693,8655,67,12,0
930,8656,51,504,0
560,8657,15,373,0.1
435,8658,27,737,0.1
861,8659,72,214,0.4
549,8660,85,255,0.1
41,8661,84,53,0.4
360,8662,14,149,0.3
17,8663,68,693,0.2
315,8664,94,655,0.4
970,8665,83,845,0.3
419,8666,82,63,0.4
723,8667,7,694,0
726,8668,50,902,0.4
401,8669,26,741,0.3
726,8670,82,858,0
830,8671,78,140,0.2
547,8672,13,759,0.2
943,8673,27,292,0.4
120,8674,69,885,0.2
762,8675,14,860,0.3
54,8676,71,257,0.4
182,8677,15,915,0
748,8678,15,81,0.4
254,8679,100,893,0.1
326,8680,94,643,0.4
639,8681,33,482,0.3
709,8682,64,201,0.1
766,8683,32,410,0
745,8684,81,521,0.3
556,8685,31,234,0
746,8686,50,303,0.3
484,8687,50,186,0
102,8688,51,123,0.3
429,8689,78,871,0.2
400,8690,50,477,0
22,8691,35,480,0.4
144,8692,36,625,0
908,8693,44,821,0.4
836,8694,21,778,0.1
819,8695,96,90,0
778,8696,100,395,0.4
655,8697,8,17,0.3
208,8698,68,837,0.1
181,8699,1,636,0.2
906,8700,31,391,0.1
883,8701,7,655,0.2
885,8702,27,207,0.3
601,8703,42,72,0
349,8704,10,936,0.3
867,8705,82,728,0.1
207,8706,76,697,0
957,8707,81,321,0.1
733,8708,99,924,0.4
991,8709,33,483,0
971,8710,15,551,0.3
746,8711,7,280,0.1
746,8712,67,979,0
753,8713,38,217,0
96,8714,63,787,0.2
642,8715,6,686,0.4
705,8716,76,948,0.4
514,8717,60,591,0.3
441,8718,68,644,0.3
211,8719,53,932,0.2
952,8720,55,463,0.1
146,8721,77,214,0.4
287,8722,67,938,0.2
165,8723,14,906,0
186,8724,82,93,0.4
689,8725,59,240,0.3
335,8726,59,710,0.4
438,8727,55,11,0.4
878,8728,53,134,0.4
826,8729,89,316,0.4
930,8730,67,569,0
14,8731,73,239,0.1
706,8732,92,75,0.3
459,8733,67,938,0.2
997,8734,54,326,0.3
906,8735,78,116,0.3
101,8736,12,55,0
554,8737,73,895,0.2
431,8738,97,396,0
587,8739,49,608,0.4
479,8740,57,678,0.3
777,8741,36,600,0.3
455,8742,20,186,0.4
746,8743,2,14,0.3
556,8744,93,967,0.2
174,8745,12,840,0.3
693,8746,44,418,0
750,8747,84,228,0.1
514,8748,42,921,0.3
592,8749,47,928,0.3
746,8750,23,557,0.4
194,8751,22,693,0.3
82,8752,50,93,0.4
954,8753,49,657,0.1
461,8754,23,696,0.2
331,8755,78,178,0.3
940,8756,97,177,0.2
240,8757,85,319,0
257,8758,74,971,0.3
362,8759,18,977,0.1
710,8760,95,123,0.3
889,8761,14,56,0.1
681,8762,50,663,0.3
403,8763,94,287,0
2,8764,12,131,0.1
959,8765,43,993,0
273,8766,19,418,0.2
987,8767,56,654,0.4
460,8768,96,707,0.1
959,8769,82,482,0.1
519,8770,20,901,0.3
737,8771,98,66,0.2
996,8772,90,9,0.1
406,8773,98,933,0.2
500,8774,48,103,0.1
590,8775,8,482,0.2
297,8776,28,881,0.1
489,8777,53,99,0.4
276,8778,16,417,0.4
847,8779,32,446,0.4
128,8780,48,174,0.4
635,8781,26,993,0.4
