inventory_id,purchase_order_id,cantidad,precio_unitario,subtotal
5693,159,8,919,1987
5694,277,47,40,3708
5695,727,51,23,5269
5696,962,78,296,3511
5697,16,78,277,6725
5698,998,45,402,7329
5699,347,61,729,7605
5700,463,31,759,6721
5701,7,36,453,3252
5702,7,39,260,585
5703,985,11,304,7431
5704,809,45,303,3009
5705,11,80,874,4695
5706,755,1,839,7909
5707,156,13,582,1506
5708,227,66,29,8376
5709,424,54,270,7751
5710,584,18,285,639
5711,809,59,196,2675
5712,419,57,197,1749
5713,85,38,695,6052
5714,761,5,585,7827
5715,40,91,307,7299
5716,752,7,191,8040
5717,962,16,481,7305
5718,752,51,450,1164
5719,33,9,510,6692
5720,958,89,382,397
5721,306,44,122,5945
5722,441,57,702,8207
5723,899,29,257,3002
5724,915,87,658,6218
5725,401,99,650,1034
5726,847,7,607,6660
5727,877,40,177,382
5728,122,24,228,8331
5729,784,38,637,2522
5730,122,73,542,3210
5731,350,9,386,1955
5732,702,3,799,9988
5733,51,32,157,1144
5734,799,63,790,21
5735,843,35,547,7032
5736,706,22,289,9917
5737,931,96,733,3742
5738,569,17,280,6340
5739,144,20,887,8365
5740,812,98,789,5156
5741,386,13,622,4705
5742,460,13,872,6889
5743,75,3,195,8008
5744,78,78,472,4924
5745,496,36,589,8855
5746,126,8,27,5518
5747,315,66,468,8853
5748,32,4,377,405
5749,613,15,936,6147
5750,551,15,74,1792
5751,155,39,246,7418
5752,629,64,156,1880
5753,218,74,597,7894
5754,655,45,787,2776
5755,585,4,114,103
5756,372,20,470,3053
5757,963,94,666,4870
5758,645,26,958,1690
5759,192,83,500,4637
5760,860,7,340,8736
5761,512,76,420,4806
5762,340,8,5,4569
5763,968,42,940,6838
5764,2,20,399,9967
5765,144,20,197,3360
5766,761,26,285,8269
5767,560,98,782,4393
5768,886,62,175,2281
5769,977,29,469,4262
5770,497,56,412,3034
5771,471,24,487,262
5772,409,62,548,411
5773,279,18,122,2174
5774,443,8,662,629
5775,271,25,166,1416
5776,833,34,932,9222
5777,536,79,759,4665
5778,135,76,683,9473
5779,472,70,995,2379
5780,328,26,857,7335
5781,860,7,341,9756
5782,106,89,662,1951
5783,664,80,882,6260
5784,531,92,596,8988
5785,386,76,420,8694
5786,951,11,141,8280
5787,925,77,715,4793
5788,119,29,726,4241
5789,408,64,319,4493
5790,906,34,756,125
5791,172,84,464,629
5792,177,58,970,3854
5793,113,9,225,3620
5794,575,69,97,9118
5795,178,78,804,2177
5796,697,37,378,2191
5797,339,23,756,3502
5798,679,96,59,1235
5799,758,58,268,6853
5800,436,15,968,4244
5801,922,38,335,5915
5802,374,29,190,5165
5803,957,44,862,1513
5804,202,70,319,1190
5805,77,64,964,9795
5806,200,7,775,4832
5807,430,92,157,9263
5808,189,82,902,7577
5809,781,44,748,2791
5810,780,82,515,3563
5811,499,5,707,2073
5812,848,96,393,4173
5813,757,82,258,131
5814,322,26,204,4306
5815,27,73,41,3391
5816,550,59,370,9484
5817,566,41,634,2019
5818,179,10,658,9672
5819,756,19,59,7647
5820,726,60,757,949
5821,417,42,14,2900
5822,799,65,384,6820
5823,314,88,162,88
5824,1000,47,504,3761
5825,572,50,802,9178
5826,352,50,999,4926
5827,936,68,56,2952
5828,855,6,339,2445
5829,909,13,188,3493
5830,505,18,204,6428
5831,866,70,759,7098
5832,379,42,38,8054
5833,378,59,753,6118
5834,272,33,422,5430
5835,616,1,715,1858
5836,395,63,531,6609
5837,604,27,205,7894
5838,768,47,529,5514
5839,598,93,716,8020
5840,720,48,755,7435
5841,962,43,529,4175
5842,767,59,72,9677
5843,976,77,457,8925
5844,889,33,41,4622
5845,549,43,983,3791
5846,333,32,926,2807
5847,777,9,78,2733
5848,948,77,403,6053
5849,439,47,249,9260
5850,495,95,931,8105
5851,316,94,134,183
5852,643,16,923,6149
5853,36,60,50,7963
5854,784,85,896,1039
5855,413,68,792,852
5856,296,44,650,4438
5857,908,99,892,9022
5858,155,56,741,6339
5859,462,24,744,9338
5860,947,86,575,7787
5861,155,65,999,6937
5862,749,50,113,6206
5863,357,34,568,1250
5864,707,10,96,3111
5865,50,63,213,2670
5866,693,47,744,6619
5867,14,87,204,474
5868,143,60,339,6186
5869,202,80,622,4153
5870,128,74,916,6357
5871,815,9,8,6298
5872,957,54,550,3821
5873,21,77,623,6360
5874,770,93,75,2198
5875,466,25,740,7759
5876,94,71,124,1903
5877,407,47,26,7371
5878,774,44,681,7041
5879,221,21,28,7691
5880,87,66,600,5776
5881,771,35,269,6780
5882,756,95,269,1862
5883,796,5,995,194
5884,998,2,764,4500
5885,964,36,647,5366
5886,384,35,34,2705
5887,610,38,564,4767
5888,277,92,176,4506
5889,932,12,874,7560
5890,777,69,551,4628
5891,918,46,45,1396
5892,951,82,933,6196
5893,366,20,360,3153
5894,591,79,554,4905
5895,665,59,950,7353
5896,496,80,197,7482
5897,103,39,11,1153
5898,926,50,887,2161
5899,108,31,234,372
5900,21,20,519,7594
5901,621,49,614,8310
5902,218,8,468,5408
5903,204,39,1000,3883
5904,693,52,635,3247
5905,474,66,975,3009
5906,947,21,969,7477
5907,915,32,867,5603
5908,295,89,703,475
5909,415,63,137,7409
5910,268,68,47,620
5911,6,76,440,1473
5912,462,13,301,9249
5913,852,73,338,5567
5914,695,24,462,787
5915,957,30,470,1975
5916,434,91,728,947
5917,273,33,110,2197
5918,803,58,297,3783
5919,466,29,851,2939
5920,913,14,252,8989
5921,921,72,440,3879
5922,884,26,973,5965
5923,813,45,251,5452
5924,679,38,433,3475
5925,138,81,56,6714
5926,724,79,798,1329
5927,633,94,990,7042
5928,121,90,242,8370
5929,653,68,340,8738
5930,541,79,188,2772
5931,279,28,682,5320
5932,58,58,206,8288
5933,29,65,30,4214
5934,325,20,581,5981
5935,632,47,599,1618
5936,967,51,123,6884
5937,356,49,522,9420
5938,765,32,205,4440
5939,127,86,713,2869
5940,441,57,851,2635
5941,748,97,355,4959
5942,608,36,16,238
5943,990,36,484,2436
5944,751,71,57,7608
5945,137,35,791,3429
5946,665,68,585,9477
5947,46,36,795,2424
5948,721,18,857,3995
5949,361,60,500,7649
5950,176,29,323,936
5951,794,79,866,8606
5952,413,57,996,1682
5953,341,52,604,9094
5954,727,40,351,3544
5955,594,7,371,3496
5956,798,90,840,6454
5957,32,98,579,1389
5958,342,3,631,2023
5959,759,85,145,4659
5960,346,40,631,3222
5961,156,40,73,756
5962,21,47,241,2367
5963,462,74,899,1847
5964,7,68,326,7180
5965,153,39,763,7759
5966,341,24,400,5586
5967,41,45,900,6530
5968,674,12,522,5809
5969,822,82,29,2714
5970,884,32,936,5172
5971,795,15,189,5448
5972,288,6,531,2603
5973,496,26,120,8848
5974,796,42,710,3608
5975,430,63,509,8127
5976,904,54,262,8658
5977,804,59,597,9920
5978,918,92,402,1942
5979,246,24,416,240
5980,366,4,749,9037
5981,741,71,472,2377
5982,210,95,114,9612
5983,516,80,797,6342
5984,771,44,422,8359
5985,247,84,546,3523
5986,736,28,652,5424
5987,90,100,265,9833
5988,446,84,716,7224
5989,153,12,276,4984
5990,384,92,17,8114
5991,331,96,557,6192
5992,105,83,73,4411
5993,186,1,523,7913
5994,614,100,268,3210
5995,409,58,151,1613
5996,321,5,321,4575
5997,507,35,859,6957
5998,808,18,220,9364
5999,610,44,287,400
6000,385,40,828,5207
6001,112,13,99,7160
6002,23,25,631,7522
6003,6,38,540,2464
6004,671,85,327,3753
6005,165,64,426,5794
6006,254,61,993,3410
6007,86,74,423,5302
6008,524,37,857,1110
6009,160,12,372,2401
6010,198,62,186,413
6011,164,90,519,5546
6012,982,82,652,3482
6013,263,61,277,2243
6014,81,28,3,1125
6015,328,92,710,1457
6016,924,25,967,6824
6017,269,10,568,7297
6018,486,81,515,5822
6019,731,4,915,1340
6020,867,70,722,8070
6021,666,30,318,3786
6022,155,72,410,4149
6023,71,55,784,3671
6024,615,96,902,1226
6025,330,4,838,8040
6026,654,56,713,3066
6027,485,78,209,1892
6028,116,99,763,5872
6029,486,77,606,7374
6030,242,43,151,7168
6031,464,64,413,5382
6032,224,80,410,3958
6033,260,100,161,4040
6034,466,45,79,632
6035,842,8,442,9548
6036,103,58,639,9844
6037,758,94,380,6569
6038,298,72,229,8351
6039,673,75,560,7545
6040,705,28,519,7521
6041,633,46,279,3578
6042,539,82,839,8387
6043,107,18,117,973
6044,42,89,46,7213
6045,459,49,320,8573
6046,639,84,695,7218
6047,752,89,183,7473
6048,88,29,555,169
6049,9,84,366,8776
6050,690,44,51,1236
6051,89,35,542,6141
6052,799,69,703,273
6053,159,63,624,7709
6054,65,56,449,8334
6055,37,47,444,6497
6056,282,93,119,9137
6057,753,70,273,4192
6058,69,81,367,8249
6059,366,18,132,8049
6060,322,38,409,4053
6061,11,68,256,8317
6062,223,22,880,1601
6063,213,53,593,6344
6064,898,76,885,3589
6065,135,51,282,8737
6066,29,5,446,6667
6067,56,3,109,2534
6068,713,66,698,1163
6069,771,40,735,7816
6070,182,30,122,5502
6071,616,49,118,7124
6072,86,20,637,6459
6073,420,77,229,3132
6074,316,77,718,9468
6075,43,36,234,6393
6076,706,78,572,5896
6077,28,30,819,3389
6078,937,22,797,9654
6079,777,73,25,1108
6080,819,57,825,562
6081,850,58,468,2212
6082,794,7,797,8333
6083,522,25,444,5412
6084,399,37,679,6735
6085,936,2,157,2117
6086,724,18,535,8122
6087,876,12,62,4268
6088,466,4,681,6206
6089,771,45,517,7908
6090,810,76,212,4432
6091,689,98,314,6961
6092,663,40,382,6841
6093,484,37,485,5722
6094,867,35,127,9950
6095,522,61,793,5854
6096,686,66,69,2407
6097,690,74,789,9309
6098,627,87,171,60
6099,607,95,832,1978
6100,162,28,893,8665
6101,661,4,124,6464
6102,520,33,675,9305
6103,315,20,704,9704
6104,813,57,453,6158
6105,290,90,548,8824
6106,547,20,964,847
6107,263,44,372,7546
6108,269,24,155,791
6109,776,10,668,2579
6110,269,43,787,8642
6111,707,18,664,1691
6112,299,98,251,4444
6113,197,54,969,3574
6114,739,38,673,2520
6115,180,3,991,1603
6116,806,51,755,6288
6117,429,48,198,5355
6118,927,6,510,2322
6119,833,56,346,682
6120,742,53,434,8641
6121,221,50,501,6828
6122,426,72,222,5420
6123,9,64,397,6717
6124,821,48,367,6144
6125,896,77,627,7053
6126,158,90,303,7794
6127,200,96,61,234
6128,548,33,553,2639
6129,986,38,624,2592
6130,364,47,729,625
6131,903,20,177,1409
6132,803,27,489,4586
6133,335,8,505,8491
6134,14,96,411,7446
6135,361,28,931,2398
6136,910,24,176,9393
6137,806,78,978,8364
6138,478,31,580,9462
6139,319,83,988,4780
6140,192,100,944,9117
6141,141,95,444,9793
6142,27,82,759,8742
6143,423,47,755,5475
6144,127,90,393,7156
6145,568,83,985,9568
6146,939,37,542,3361
6147,699,77,215,2377
6148,170,20,574,6293
6149,121,79,53,6838
6150,56,25,364,2201
6151,610,91,688,4462
6152,853,82,605,4615
6153,29,1,109,5708
6154,561,3,887,5676
6155,294,34,359,37
6156,201,86,985,205
6157,492,19,865,5318
6158,114,1,665,3262
6159,605,68,473,5767
6160,902,84,830,4137
6161,863,38,723,5123
6162,665,98,146,7414
6163,750,44,957,8598
6164,125,39,478,258
6165,454,31,115,7055
6166,754,16,30,8742
6167,908,44,156,2526
6168,145,66,1000,8980
6169,545,13,493,2912
6170,619,73,526,4799
6171,644,15,63,2964
6172,264,60,372,1185
6173,536,94,531,8322
6174,970,12,346,5626
6175,635,83,372,998
6176,871,72,855,5396
6177,337,14,631,4143
6178,980,33,694,519
6179,12,55,509,1250
6180,491,74,740,5491
6181,908,14,726,3502
6182,789,33,366,9058
6183,403,34,488,1381
6184,264,74,603,1900
6185,63,14,166,4677
6186,236,95,204,8726
6187,363,51,684,599
6188,966,36,937,5374
6189,252,31,922,9461
6190,449,46,974,4532
6191,825,79,146,1111
6192,490,8,615,3110
6193,20,5,433,1659
6194,762,51,662,3975
6195,469,85,710,5709
6196,623,68,846,754
6197,570,29,84,2597
6198,959,22,891,159
6199,631,35,834,5734
6200,69,22,333,3820
6201,51,86,821,6760
6202,775,47,466,7998
6203,71,20,446,477
6204,557,32,80,3983
6205,964,80,263,3623
6206,854,55,777,7332
6207,692,34,351,9468
6208,861,83,8,5055
6209,386,7,785,5453
6210,349,52,29,1694
6211,567,87,970,4862
6212,829,86,399,5849
6213,883,13,913,2213
6214,389,12,806,7750
6215,316,15,180,838
6216,2,38,797,5501
6217,410,33,827,3047
6218,86,85,565,2298
6219,316,56,77,5902
6220,503,38,21,5082
6221,279,36,763,2835
6222,358,47,458,6051
6223,86,100,681,9632
6224,913,2,264,7322
6225,960,6,267,9892
6226,615,51,444,6023
6227,924,41,953,9989
6228,660,97,726,6550
6229,975,52,661,5220
6230,177,86,666,4463
6231,545,84,397,5460
6232,151,13,707,4953
6233,716,72,283,3929
6234,53,46,797,1264
6235,703,1,585,9743
6236,313,19,91,9281
6237,742,47,443,8739
6238,610,55,221,6640
6239,211,63,930,9633
6240,608,50,327,4675
6241,880,59,839,4935
6242,198,67,15,1677
6243,96,60,398,1564
6244,857,76,820,7971
6245,818,61,267,1917
6246,164,72,422,4625
6247,256,69,449,2982
6248,754,63,711,5860
6249,954,13,660,3637
6250,246,83,230,8747
6251,506,53,494,496
6252,849,41,112,2184
6253,600,2,259,6697
6254,672,18,900,8292
6255,463,83,932,8010
6256,378,26,162,5296
6257,409,53,591,8719
6258,449,63,860,7651
6259,384,40,903,8962
6260,761,78,81,81
6261,120,31,876,6928
6262,305,88,777,1827
6263,149,93,666,5374
6264,83,72,736,1794
6265,554,56,431,9752
6266,340,16,252,5496
6267,632,4,412,7196
6268,781,78,934,3116
6269,209,37,118,3552
6270,4,89,856,68
6271,251,98,622,6708
6272,706,3,361,6248
6273,141,73,781,7932
6274,848,15,315,6704
6275,255,41,737,6946
6276,513,38,902,216
6277,161,36,483,1922
6278,796,51,423,4091
6279,352,11,760,3288
6280,180,23,490,7231
6281,716,40,76,9906
6282,653,13,240,8042
6283,922,87,591,7438
6284,233,92,331,2654
6285,955,19,112,7960
6286,911,14,489,2235
6287,143,81,147,1724
6288,514,14,867,5524
6289,812,62,708,124
6290,573,25,835,3236
6291,589,36,481,4686
6292,875,62,181,6885
6293,96,38,777,7281
6294,95,46,395,6228
6295,975,99,385,8555
6296,577,97,450,471
6297,828,28,512,3708
6298,874,55,478,2455
6299,912,66,696,9092
6300,517,57,496,3178
6301,879,32,712,7582
6302,435,2,385,2847
6303,116,3,88,2355
6304,894,80,920,2341
6305,516,37,131,8737
6306,564,53,591,355
6307,472,56,49,6695
6308,733,92,1000,7877
6309,830,76,335,2012
6310,394,31,859,1481
6311,519,28,421,500
6312,925,66,701,7696
6313,689,93,951,6888
6314,561,32,437,6770
6315,713,55,63,738
6316,286,49,855,257
6317,740,31,638,4305
6318,617,24,580,6114
6319,657,7,49,7471
6320,318,64,466,1551
6321,905,65,570,9772
6322,856,61,663,3357
6323,806,60,250,3705
6324,443,77,745,2228
6325,997,68,310,8895
6326,491,84,169,7780
6327,971,92,444,4138
6328,289,54,673,10
6329,84,57,153,4759
6330,745,75,997,5492
6331,575,89,872,7618
6332,756,30,436,513
6333,775,95,103,4343
6334,233,100,542,9381
6335,2,85,265,7459
6336,238,56,598,892
6337,11,6,989,2116
6338,675,44,156,3942
6339,578,53,227,1207
6340,130,87,773,5035
6341,365,43,573,8877
6342,719,20,651,139
6343,303,84,74,7293
6344,524,32,40,1771
6345,561,33,909,596
6346,505,15,308,1822
6347,794,93,564,6460
6348,419,61,299,1140
6349,448,74,553,815
6350,112,3,57,938
6351,716,66,100,6796
6352,931,48,425,2288
6353,860,77,490,591
6354,35,24,199,173
6355,175,53,143,6367
6356,819,89,505,1554
6357,550,23,74,8537
6358,791,2,547,6289
6359,920,16,316,4670
6360,699,86,904,9265
6361,967,83,215,6594
6362,481,34,382,5827
6363,919,63,182,5385
6364,377,29,14,1412
6365,543,88,487,1186
6366,79,86,996,1023
6367,23,3,351,4366
6368,831,40,25,5414
6369,65,23,304,6078
6370,410,85,551,811
6371,87,83,703,541
6372,893,19,554,6051
6373,748,86,385,1058
6374,457,11,542,9607
6375,262,63,539,6366
6376,283,70,542,804
6377,898,36,49,7768
6378,927,87,599,5992
6379,897,48,523,8675
6380,637,38,476,65
6381,1,64,792,6662
6382,543,20,198,8919
6383,964,53,868,8663
6384,362,70,556,304
6385,355,45,751,7533
6386,928,38,359,7276
6387,448,2,636,4191
6388,454,27,748,426
6389,300,38,731,5227
6390,15,31,98,5765
6391,59,61,872,3562
6392,452,45,367,5565
6393,95,63,22,2020
6394,740,70,968,9280
6395,849,88,682,285
6396,731,34,676,9502
6397,553,64,96,313
6398,396,77,710,5108
6399,763,63,656,3168
6400,476,43,489,7816
6401,162,70,925,1244
6402,426,64,87,5626
6403,279,98,664,6718
6404,412,34,344,6765
6405,786,69,243,2392
6406,928,97,407,427
6407,118,67,405,53
6408,750,53,430,2709
6409,633,23,391,1897
6410,50,66,155,1294
6411,636,50,985,4586
6412,635,70,313,3030
6413,355,47,696,3857
6414,390,89,336,2903
6415,479,86,403,2811
6416,93,23,569,4834
6417,949,85,830,6823
6418,237,19,210,2537
6419,645,19,129,5762
6420,187,46,731,3960
6421,613,7,218,2837
6422,364,14,259,9122
6423,532,61,76,4022
6424,195,3,86,9302
6425,180,51,36,2432
6426,172,91,813,2303
6427,193,10,451,7705
6428,495,25,306,1011
6429,942,53,205,2942
6430,530,49,752,5740
6431,621,29,161,7179
6432,580,17,685,9389
6433,949,5,913,4156
6434,602,73,181,459
6435,286,72,386,4260
6436,923,79,904,4993
6437,354,16,954,6095
6438,390,1,588,3824
6439,493,85,157,4211
6440,516,14,124,5571
6441,8,31,427,4878
6442,917,91,377,9272
6443,43,2,413,5058
6444,393,38,530,3285
6445,816,94,374,730
6446,608,48,393,2533
6447,770,14,962,9283
6448,402,49,140,2396
6449,906,4,477,7779
6450,871,34,127,7053
6451,110,13,169,2999
6452,133,29,770,3087
6453,386,57,197,7208
6454,585,34,226,7450
6455,236,70,907,62
6456,531,55,947,3698
6457,382,14,681,5228
6458,747,94,482,6187
6459,914,4,277,981
6460,752,76,403,3459
6461,469,52,35,85
6462,534,68,700,2976
6463,294,83,792,112
6464,195,31,111,4007
6465,143,28,82,1534
6466,399,100,678,9763
6467,782,30,786,5928
6468,472,89,713,4017
6469,850,89,209,2154
6470,726,87,52,880
6471,313,10,111,5528
6472,912,46,931,6051
6473,379,62,180,5480
6474,968,84,970,7935
6475,802,53,338,6306
6476,262,45,975,1133
6477,386,70,712,4206
6478,865,94,121,8769
6479,860,67,120,15
6480,185,22,912,8738
6481,944,64,870,2637
6482,467,25,219,5751
6483,696,86,161,1639
6484,551,15,484,9708
6485,587,83,972,6761
6486,373,71,488,2079
6487,137,7,532,3912
6488,925,26,204,7552
6489,218,31,730,9290
6490,985,41,862,592
6491,152,31,829,7101
6492,590,86,192,1210
6493,306,100,87,9258
6494,222,56,121,1212
6495,832,43,843,8123
6496,18,21,881,267
6497,566,84,132,2107
6498,178,88,180,4851
6499,338,53,488,9860
6500,930,80,781,3241
6501,316,2,296,125
6502,217,12,893,5314
6503,856,76,675,1291
6504,605,27,805,3395
6505,489,92,755,9439
6506,547,20,624,889
6507,459,57,443,5477
6508,344,51,432,6297
6509,149,49,299,916
6510,610,76,520,7693
6511,367,56,23,169
6512,896,40,369,5786
6513,852,73,458,3836
6514,989,36,107,9964
6515,143,27,498,1712
6516,477,52,106,1881
6517,771,46,896,1510
6518,956,47,878,530
6519,647,92,72,3497
6520,576,50,728,2963
6521,564,48,757,4832
6522,240,51,913,2985
6523,716,21,302,1209
6524,55,82,658,2044
6525,142,34,358,8982
6526,295,80,520,9054
6527,918,85,941,5581
6528,705,28,296,1750
6529,435,53,468,9461
6530,725,37,776,5598
6531,236,81,892,7896
6532,64,45,657,7178
6533,589,34,684,2714
6534,982,99,270,6042
6535,454,66,816,9728
6536,63,23,471,5004
6537,427,6,250,2494
6538,867,34,238,7800
6539,846,48,442,8971
6540,520,43,355,9472
6541,980,79,600,9989
6542,924,30,354,9110
6543,999,41,20,2044
6544,616,65,904,323
6545,99,51,453,3647
6546,767,11,757,9489
6547,651,61,708,6090
6548,599,50,677,8411
6549,37,35,561,6113
6550,662,55,834,5254
6551,619,75,423,4168
6552,464,95,505,4184
6553,816,54,44,3464
6554,390,13,65,9388
6555,854,50,528,7825
6556,18,63,822,5911
6557,299,26,557,6012
6558,826,97,765,841
6559,272,58,857,963
6560,396,24,976,6737
6561,378,12,956,3844
6562,331,28,818,6823
6563,315,8,659,2596
6564,846,31,227,7138
6565,83,83,788,1681
6566,530,38,278,2538
6567,540,45,207,97
6568,174,27,952,7027
6569,1000,28,946,5749
6570,88,55,77,5640
6571,879,21,224,9353
6572,639,8,317,2344
6573,193,89,716,3050
6574,422,84,281,3236
6575,467,2,690,5134
6576,677,85,988,8403
6577,135,29,935,299
6578,51,42,55,3650
6579,850,31,750,6027
6580,907,23,57,1915
6581,918,60,694,3515
6582,964,52,33,4677
6583,137,12,907,9826
6584,153,16,291,4637
6585,146,99,58,9545
6586,800,21,851,2793
6587,264,47,385,3503
6588,133,95,167,9752
6589,734,6,860,5485
6590,291,14,289,1978
6591,735,79,879,7579
6592,744,54,30,7259
6593,48,86,629,4970
6594,1000,59,593,5429
6595,166,5,739,5363
6596,998,16,2,8793
6597,765,66,967,21
6598,741,74,544,6519
6599,903,55,698,2940
6600,570,43,550,2843
6601,91,48,976,4113
6602,239,29,955,9824
6603,919,33,790,9882
6604,460,73,530,6092
6605,661,96,821,4591
6606,414,86,10,6391
6607,36,99,410,3451
6608,555,35,135,7096
6609,717,80,966,663
6610,888,40,859,5757
6611,807,77,433,3729
6612,596,36,850,8121
6613,198,13,142,830
6614,879,78,426,9179
6615,529,4,405,1775
6616,336,32,67,3153
6617,176,98,214,2346
6618,373,41,923,9105
6619,8,12,927,9252
6620,254,99,435,7578
6621,669,69,564,8936
6622,224,94,93,7642
6623,418,83,988,5149
6624,888,4,20,6633
6625,699,39,702,8969
6626,112,25,285,4997
6627,205,92,777,3649
6628,522,67,26,8952
6629,289,72,709,8273
6630,48,40,510,4044
6631,295,54,182,896
6632,922,49,918,8687
6633,626,7,199,5390
6634,752,25,588,9785
6635,84,38,565,6427
6636,103,12,606,5094
6637,919,49,287,2239
6638,786,82,100,9269
6639,239,89,282,5071
6640,647,17,664,7662
6641,662,12,561,7559
6642,200,12,686,5536
6643,818,14,624,3787
6644,156,77,437,5312
6645,652,47,505,720
6646,652,94,429,5327
6647,104,54,445,8529
6648,154,1,263,5903
6649,30,1,409,3723
6650,871,60,319,1759
6651,493,23,725,1712
6652,927,56,270,9972
6653,326,12,217,8992
6654,859,86,911,2911
6655,507,51,704,340
6656,500,17,365,8997
6657,511,73,832,9826
6658,31,53,971,5934
6659,470,96,322,3415
6660,10,94,87,5828
6661,758,82,670,5917
6662,306,44,983,9771
6663,569,13,431,2520
6664,452,31,805,6975
6665,757,79,781,4098
6666,209,84,14,9522
6667,784,37,343,3411
6668,501,31,893,2833
6669,464,16,103,9092
6670,323,15,378,4326
6671,598,10,771,7569
6672,670,80,369,4269
6673,984,69,308,3288
6674,563,69,547,9382
6675,187,86,48,821
6676,381,39,735,8058
6677,617,98,384,4473
6678,737,12,443,1917
6679,502,13,461,8943
6680,430,77,136,2273
6681,725,58,327,6990
6682,785,77,892,6268
6683,786,74,186,6866
6684,37,56,213,9518
6685,191,58,82,6046
6686,990,80,782,6776
6687,669,15,971,7840
6688,45,28,612,7787
6689,227,98,884,3905
6690,387,15,834,4673
6691,991,14,214,2308
6692,317,92,694,402
6693,326,7,985,2630
6694,487,38,137,5194
6695,479,47,731,159
6696,985,89,903,6773
6697,539,75,543,1328
6698,376,68,148,8413
6699,10,100,374,8835
6700,629,98,213,3679
6701,790,100,934,4273
6702,421,84,776,3322
6703,958,67,716,8918
6704,22,56,891,9532
6705,232,10,165,9236
6706,400,16,942,4173
6707,402,26,782,5087
6708,421,48,878,7934
6709,224,32,916,1388
6710,73,52,950,2473
6711,755,35,757,4519
6712,372,78,541,6541
6713,77,97,400,4126
6714,79,71,462,3255
6715,691,62,982,8685
6716,946,80,44,9075
6717,921,43,821,8808
6718,669,14,892,3066
6719,357,70,671,3847
6720,533,62,113,3248
6721,321,19,812,4956
6722,498,12,526,1895
6723,389,38,451,8435
6724,73,24,817,8377
6725,804,36,287,228
6726,29,20,355,1366
6727,863,68,550,5824
6728,2,76,214,3062
6729,698,63,550,4437
6730,331,95,12,410
6731,950,72,808,5180
6732,739,50,42,451
6733,544,70,171,3231
6734,315,30,868,4870
6735,30,35,818,5980
6736,847,39,69,8691
6737,678,78,292,9067
6738,281,4,720,8993
6739,745,84,540,5827
6740,172,59,135,3842
6741,219,9,792,789
6742,193,31,80,3111
6743,562,45,601,6754
6744,320,46,432,6412
6745,593,55,517,8881
6746,625,6,784,2895
6747,430,16,410,8681
6748,277,70,144,9280
6749,577,64,557,4857
6750,173,88,362,9518
6751,658,38,216,5753
6752,476,84,19,1827
6753,126,99,428,6366
6754,322,17,325,9841
6755,192,67,757,5210
6756,327,41,369,1716
6757,407,61,721,686
6758,493,69,278,2127
6759,357,26,655,1720
6760,595,50,351,9633
6761,621,48,516,3437
6762,69,97,794,6015
6763,278,48,971,1266
6764,29,44,155,8701
6765,797,49,617,3612
6766,491,46,366,8123
6767,356,97,331,3532
6768,384,62,739,936
6769,866,96,798,3644
6770,415,31,528,5534
6771,97,82,425,6665
6772,403,1,405,530
6773,181,2,95,464
6774,529,95,240,8316
6775,190,92,276,7395
6776,164,53,896,4907
6777,135,73,304,4644
6778,251,100,79,8856
6779,88,62,130,9935
6780,738,21,784,5971
6781,188,6,127,6057
6782,842,79,183,3748
6783,281,45,547,6781
6784,242,98,199,842
6785,171,59,137,73
6786,347,67,766,6663
6787,880,46,336,5917
6788,9,32,306,6719
6789,20,55,930,692
6790,827,23,7,8302
6791,943,55,604,2796
6792,911,15,761,9799
6793,977,92,801,1931
6794,280,37,89,8277
6795,83,49,672,4465
6796,501,57,662,4067
6797,28,87,185,1158
6798,25,37,587,7966
6799,401,77,784,2315
6800,20,16,654,6777
6801,393,68,837,6339
6802,44,46,810,3844
6803,65,64,886,4580
6804,201,54,984,9813
6805,20,7,719,7077
6806,713,56,839,5787
6807,800,78,313,7986
6808,292,10,890,8935
6809,600,43,5,3956
6810,261,58,435,1093
6811,676,44,667,35
6812,891,95,697,4695
6813,168,91,424,9521
6814,644,68,313,6283
6815,278,91,981,5251
6816,155,52,511,5045
6817,738,60,365,9446
6818,279,85,692,7198
6819,953,44,19,6215
6820,502,18,394,916
6821,739,99,599,8929
6822,411,73,853,9113
6823,899,99,222,4057
6824,981,62,246,803
6825,226,93,529,3698
6826,63,76,686,7157
6827,272,78,541,436
6828,327,71,182,3412
6829,3,92,471,9698
6830,291,97,422,3818
6831,412,93,967,9868
6832,896,24,803,1461
6833,678,73,376,4705
6834,196,81,692,1911
6835,671,39,91,2210
6836,574,38,607,9812
6837,68,32,370,3386
6838,957,80,924,1882
6839,707,58,739,2848
6840,313,95,586,8685
6841,293,28,986,6028
6842,738,22,880,8483
6843,126,91,762,5373
6844,112,76,573,5044
6845,490,28,620,8098
6846,674,82,575,3756
6847,197,68,457,7688
6848,545,77,471,5311
6849,203,62,497,8791
6850,968,78,462,3413
6851,49,96,287,6560
6852,235,63,691,5157
6853,887,14,266,3821
6854,752,11,58,1994
6855,113,38,878,5859
6856,673,20,544,5984
6857,703,54,275,4689
6858,785,29,930,9714
6859,711,63,393,5960
6860,15,14,821,8906
6861,616,5,156,7304
6862,848,71,311,2593
6863,115,30,475,1723
6864,158,64,214,9527
6865,604,9,298,9991
